,Date,Open,High,Low,Close,Volume,T3_Vol_Diff,T3_Close_Diff,T3_Open_Diff,T2_Vol_Diff,T2_Close_Diff,T2_Open_Diff,T1_Vol_Diff,T1_Close_Diff,T1_Open_Diff,Prior_Day_Vert_Delta_Ratio,Retracement_Signal,Prior_Day_Derivative,T+1_Close,T+2_Close,T+3_Close
24,1994-01-10,47.09375,47.59375,46.96875,47.59375,593700,117200,-0.84375,-0.375,-392700,-0.84375,-0.28125,181800,-0.5625,-0.25,1.8181818181818181,1.0,-0.457272626635812,47.5,47.34375,47.21875
25,1994-01-11,47.5625,47.5625,47.34375,47.5,295200,-94200,-0.75,-0.75,480300,-0.46875,-0.71875,298500,0.09375,-0.46875,0.35,0.7142857142857143,0.12467473338522769,47.34375,47.21875,47.40625
26,1994-01-12,47.53125,47.53125,47.1875,47.34375,158400,617100,-0.3125,-0.6875,435300,0.25,-0.4375,136800,0.15625,0.03125,1.5714285714285714,0.4545454545454546,-0.1411200080598672,47.21875,47.40625,47.40625
27,1994-01-13,47.21875,47.3125,47.15625,47.21875,244300,349400,0.375,-0.125,50900,0.28125,0.34375,-85900,0.125,0.3125,0.45454545454545453,0.4,0.0,47.40625,47.40625,47.46875
28,1994-01-14,47.375,47.5,47.375,47.40625,137200,158000,0.09375,0.1875,21200,-0.0625,0.15625,107100,-0.1875,-0.15625,0.8,0.25,0.0,47.40625,47.46875,47.34375
29,1994-01-17,47.40625,47.46875,47.3125,47.40625,17700,140700,-0.0625,0.125,226600,-0.1875,-0.1875,119500,0.0,-0.03125,1.25,0.6,-0.0,47.46875,47.34375,47.46875
30,1994-01-18,47.46875,47.53125,47.375,47.46875,166400,77900,-0.25,-0.25,-29200,-0.0625,-0.09375,-148700,-0.0625,-0.0625,1.0,0.6,0.0,47.34375,47.46875,47.375
31,1994-01-19,47.40625,47.46875,47.25,47.34375,200800,-63600,0.0625,-0.03125,-183100,0.0625,0.0,-34400,0.125,0.0625,1.4,0.4285714285714286,0.0,47.46875,47.375,47.1875
32,1994-01-20,47.40625,47.5,47.375,47.46875,281100,-263400,-0.0625,0.0,-114700,0.0,0.0625,-80300,-0.125,0.0,0.5714285714285714,0.75,0.8414709848078965,47.375,47.1875,47.1875
33,1994-01-21,47.53125,47.53125,47.34375,47.375,85600,80800,0.09375,-0.0625,115200,-0.03125,-0.125,195500,0.09375,-0.125,1.5,0.16666666666666663,0.5984721441039564,47.1875,47.1875,47.3125
34,1994-01-24,47.34375,47.5625,47.1875,47.1875,373800,-173000,0.15625,0.0625,-92700,0.28125,0.0625,-288200,0.1875,0.1875,2.0,0.0,-0.8414709848078965,47.1875,47.3125,47.75
35,1994-01-25,47.21875,47.25,47.09375,47.1875,310400,-29300,0.28125,0.1875,-224800,0.1875,0.3125,63400,0.0,0.125,0.4166666666666667,0.6,-0.19866933079506122,47.3125,47.75,47.875
36,1994-01-26,47.1875,47.34375,47.125,47.3125,145100,-59500,0.0625,0.34375,228700,-0.125,0.15625,165300,-0.125,0.03125,1.4,0.8571428571428572,-0.7568024953079282,47.75,47.875,48.21875
37,1994-01-27,47.40625,47.8125,47.34375,47.75,344500,29300,-0.5625,-0.0625,-34100,-0.5625,-0.1875,-199400,-0.4375,-0.21875,2.142857142857143,0.8666666666666667,-0.38166099205233167,47.875,48.21875,47.96875
38,1994-01-28,47.9375,48.03125,47.875,47.875,356500,-46100,-0.6875,-0.71875,-211400,-0.5625,-0.75,-12000,-0.125,-0.53125,0.3333333333333333,0.0,0.18081808323784737,48.21875,47.96875,48.28125
39,1994-01-31,48.0625,48.3125,48.0,48.21875,313800,-168700,-0.90625,-0.875,30700,-0.46875,-0.65625,42700,-0.34375,-0.125,2.0,0.7,0.5984721441039564,47.96875,48.28125,48.0625
40,1994-02-01,48.15625,48.15625,47.90625,47.96875,303600,40900,-0.21875,-0.75,52900,-0.09375,-0.21875,10200,0.25,-0.09375,0.8,0.25,0.9320390859672263,48.28125,48.0625,46.96875
41,1994-02-02,48.125,48.28125,48.09375,48.28125,307600,48900,-0.40625,-0.1875,6200,-0.0625,-0.0625,-4000,-0.3125,0.03125,0.75,1.0,0.7401768531960371,48.0625,46.96875,47.1875
42,1994-02-03,48.1875,48.1875,47.90625,48.0625,466100,-152300,0.15625,-0.125,-162500,-0.09375,-0.03125,-158500,0.21875,-0.0625,1.5,0.5555555555555556,0.7173560908995228,46.96875,47.1875,47.21875
43,1994-02-04,48.0625,48.125,46.96875,46.96875,1403200,-1099600,1.0,0.09375,-1095600,1.3125,0.0625,-937100,1.09375,0.125,4.111111111111111,0.0,-0.6247239537541924,47.1875,47.21875,47.40625
44,1994-02-07,46.84375,47.3125,46.84375,47.1875,516400,-208800,1.09375,1.28125,-50300,0.875,1.34375,886800,-0.21875,1.21875,0.40540540540540543,0.7333333333333334,0.3091372519798892,47.21875,47.40625,47.0
45,1994-02-08,47.28125,47.28125,47.03125,47.21875,188200,277900,0.84375,0.90625,1215000,-0.25,0.78125,328200,-0.03125,-0.4375,0.5333333333333333,0.75,0.18081808323784737,47.40625,47.0,47.15625
46,1994-02-09,47.25,47.4375,47.1875,47.40625,144600,1258600,-0.4375,0.8125,371800,-0.21875,-0.40625,43600,-0.1875,0.03125,1.0,0.875,0.5984721441039564,47.0,47.15625,47.21875
47,1994-02-10,47.375,47.40625,47.0,47.0,883900,-367500,0.1875,-0.53125,-695700,0.21875,-0.09375,-739300,0.40625,-0.125,1.625,0.0,0.675463180551151,47.15625,47.21875,47.46875
48,1994-02-11,47.03125,47.28125,46.8125,47.15625,519400,-331200,0.0625,0.25,-374800,0.25,0.21875,364500,-0.15625,0.34375,1.1538461538461537,0.7333333333333334,0.3271946967961522,47.21875,47.46875,47.4375
49,1994-02-14,47.0625,47.375,47.0,47.21875,2742100,-2597500,0.1875,0.1875,-1858200,-0.21875,0.3125,-2222700,-0.0625,-0.03125,0.8,0.5833333333333333,-0.9489846193555862,47.46875,47.4375,47.15625
50,1994-02-15,47.3125,47.5,47.25,47.46875,374700,509200,-0.46875,0.0625,144700,-0.3125,-0.28125,2367400,-0.25,-0.25,0.6666666666666666,0.875,-0.8414709848078965,47.4375,47.15625,46.875
51,1994-02-16,47.53125,47.53125,47.34375,47.4375,287600,231800,-0.28125,-0.5,2454500,-0.21875,-0.46875,87100,0.03125,-0.21875,0.75,0.5,0.5646424733950354,47.15625,46.875,47.34375
52,1994-02-17,47.65625,47.6875,47.03125,47.15625,342400,2399700,0.0625,-0.59375,32300,0.3125,-0.34375,-54800,0.28125,-0.125,3.5,0.19047619047619047,0.81332939156758,46.875,47.34375,47.21875
53,1994-02-18,47.1875,47.21875,46.75,46.875,313300,61400,0.59375,0.125,-25700,0.5625,0.34375,29100,0.28125,0.46875,0.7142857142857143,0.2666666666666667,-0.5850972729404622,47.34375,47.21875,46.59375
54,1994-02-22,47.0,47.34375,47.0,47.34375,154500,133100,0.09375,0.53125,187900,-0.1875,0.65625,158800,-0.46875,0.1875,0.7333333333333333,1.0,0.8912073600614354,47.21875,46.59375,46.8125
55,1994-02-23,47.40625,47.4375,47.0625,47.21875,391700,-49300,-0.0625,0.25,-78400,-0.34375,-0.21875,-237200,0.125,-0.40625,1.0909090909090908,0.41666666666666663,0.5188067311586273,46.59375,46.8125,46.8125
56,1994-02-24,47.0625,47.0625,46.5625,46.59375,770800,-457500,0.28125,0.125,-616300,0.75,-0.0625,-379100,0.625,0.34375,1.3333333333333333,0.0625,-0.5984721441039564,46.8125,46.8125,46.625
57,1994-02-25,46.65625,46.8125,46.5625,46.8125,531300,-376800,0.53125,0.34375,-139600,0.40625,0.75,239500,-0.21875,0.40625,0.5,1.0,0.3271946967961522,46.8125,46.625,46.6875
58,1994-02-28,46.9375,47.0625,46.8125,46.8125,333000,58700,0.40625,0.46875,437800,-0.21875,0.125,198300,0.0,-0.28125,1.0,0.0,0.7173560908995228,46.625,46.6875,46.5625
59,1994-03-01,46.8125,46.90625,46.375,46.625,423600,347200,-0.03125,0.25,107700,0.1875,-0.15625,-90600,0.1875,0.125,2.125,0.47058823529411764,-0.9974949866040544,46.6875,46.5625,46.6875
60,1994-03-02,46.03125,46.6875,45.90625,46.6875,581500,-50200,0.125,0.625,-248500,0.125,0.90625,-157900,-0.0625,0.78125,1.4705882352941178,1.0,-0.35078322768961984,46.5625,46.6875,46.9375
61,1994-03-03,46.625,46.625,46.4375,46.5625,223200,109800,0.25,0.3125,200400,0.0625,0.1875,358300,0.125,-0.59375,0.24,0.6666666666666667,0.09509418758475481,46.6875,46.9375,46.75
62,1994-03-04,46.5625,46.8125,46.40625,46.6875,595800,-172200,-0.0625,0.25,-14300,0.0,-0.53125,-372600,-0.125,0.0625,2.1666666666666665,0.6923076923076923,0.9092974268256817,46.9375,46.75,46.96875
63,1994-03-07,46.84375,47.0,46.84375,46.9375,539800,41700,-0.25,-0.8125,-316600,-0.375,-0.21875,56000,-0.25,-0.28125,0.38461538461538464,0.6,-0.6816387600233341,46.75,46.96875,46.59375
64,1994-03-08,46.96875,46.96875,46.6875,46.75,880300,-657100,-0.1875,-0.34375,-284500,-0.0625,-0.40625,-340500,0.1875,-0.125,1.8,0.2222222222222222,0.7230858817383246,46.96875,46.59375,46.84375
65,1994-03-09,46.8125,47.0,46.59375,46.96875,2500100,-1904300,-0.28125,-0.25,-1960300,-0.03125,0.03125,-1619800,-0.21875,0.15625,1.4444444444444444,0.9230769230769231,0.6550778971785186,46.59375,46.84375,46.90625
66,1994-03-10,46.9375,46.9375,46.4375,46.59375,207400,332400,0.34375,-0.09375,672900,0.15625,0.03125,2292700,0.375,-0.125,1.2307692307692308,0.3125,0.8084964038195901,46.84375,46.90625,46.875
67,1994-03-11,46.65625,46.90625,46.40625,46.84375,576600,303700,-0.09375,0.3125,1923500,0.125,0.15625,-369200,-0.25,0.28125,1.0,0.875,0.5188067311586273,46.90625,46.875,47.25
68,1994-03-14,47.03125,47.03125,46.84375,46.90625,345900,2154200,0.0625,-0.21875,-138500,-0.3125,-0.09375,230700,-0.0625,-0.375,0.375,0.33333333333333337,0.618369803069737,46.875,47.25,47.25
69,1994-03-15,47.0,47.09375,46.84375,46.875,748600,-541200,-0.28125,-0.0625,-172000,-0.03125,-0.34375,-402700,0.03125,0.03125,1.3333333333333333,0.125,-0.8414709848078965,47.25,47.25,46.96875
70,1994-03-16,46.9375,47.25,46.78125,47.25,455500,121100,-0.40625,-0.28125,-109600,-0.34375,0.09375,293100,-0.375,0.0625,1.875,1.0,0.5984721441039564,47.25,46.96875,46.84375
71,1994-03-17,47.09375,47.3125,47.09375,47.25,133000,212900,-0.34375,-0.0625,615600,-0.375,-0.09375,322500,0.0,-0.15625,0.4666666666666667,0.7142857142857143,-0.479425538604203,46.96875,46.84375,46.96875
72,1994-03-18,46.75,47.03125,46.71875,46.96875,365500,383100,-0.09375,0.25,90000,0.28125,0.1875,-232500,0.28125,0.34375,1.4285714285714286,0.8,-0.9854497299884601,46.84375,46.96875,46.9375
73,1994-03-21,46.8125,46.9375,46.71875,46.84375,324800,130700,0.40625,0.125,-191800,0.40625,0.28125,40700,0.125,-0.0625,0.7,0.5714285714285714,-0.14237172979226365,46.96875,46.9375,46.375
74,1994-03-22,46.84375,47.0625,46.75,46.96875,435700,-302700,0.28125,0.25,-70200,0.0,-0.09375,-110900,-0.125,-0.03125,1.4285714285714286,0.7,0.7568024953079282,46.9375,46.375,45.9375
75,1994-03-23,46.9375,47.0625,46.90625,46.9375,698500,-333000,0.03125,-0.1875,-373700,-0.09375,-0.125,-262800,0.03125,-0.09375,0.5,0.19999999999999996,-0.0,46.375,45.9375,46.0
76,1994-03-24,46.75,46.84375,46.15625,46.375,1200500,-875700,0.46875,0.0625,-764800,0.59375,0.09375,-502000,0.5625,0.1875,4.4,0.31818181818181823,0.0,45.9375,46.0,45.09375
77,1994-03-25,46.40625,46.53125,45.9375,45.9375,100900,334800,1.03125,0.4375,597600,1.0,0.53125,1099600,0.4375,0.34375,0.8636363636363636,0.0,-0.9489846193555862,46.0,45.09375,44.46875
78,1994-03-28,46.0,46.0625,45.59375,46.0,1117200,-418700,0.9375,0.9375,83300,0.375,0.75,-1016300,-0.0625,0.40625,0.7894736842105263,0.8666666666666667,0.0,45.09375,44.46875,44.59375
79,1994-03-29,46.0,46.03125,45.09375,45.09375,338400,862100,1.28125,0.75,-237500,0.84375,0.40625,778800,0.90625,0.0,2.0,0.0,0.0,44.46875,44.59375,43.90625
80,1994-03-30,45.125,45.25,44.46875,44.46875,1123900,-1023000,1.46875,1.28125,-6700,1.53125,0.875,-785500,0.625,0.875,0.8333333333333334,0.0,-0.6624899382120725,44.59375,43.90625,44.8125
81,1994-03-31,44.46875,44.6875,43.53125,44.59375,788800,328400,1.40625,1.53125,-450400,0.5,1.53125,335100,-0.125,0.65625,1.48,0.9189189189189189,0.18932649461059664,43.90625,44.8125,44.8125
82,1994-04-04,43.34375,44.03125,43.34375,43.90625,2627300,-2288900,1.1875,2.65625,-1503400,0.5625,1.78125,-1838500,0.6875,1.125,0.5945945945945946,0.8181818181818181,0.977530117665097,44.8125,44.8125,45.03125
83,1994-04-05,44.34375,44.8125,44.34375,44.8125,1179000,-55100,-0.34375,0.78125,-390200,-0.21875,0.125,1448300,-0.90625,-1.0,0.6818181818181818,1.0,-0.7401768531960371,44.8125,45.03125,44.6875
84,1994-04-06,44.875,44.90625,44.5,44.8125,516500,272300,-0.21875,-0.40625,2110800,-0.90625,-1.53125,662500,0.0,-0.53125,0.8666666666666667,0.7692307692307692,0.13293862262231407,45.03125,44.6875,44.875
85,1994-04-07,44.78125,45.125,44.53125,45.03125,666100,1961200,-1.125,-1.4375,512900,-0.21875,-0.4375,-149600,-0.21875,0.09375,1.4615384615384615,0.8421052631578947,-0.7568024953079282,44.6875,44.875,44.8125
86,1994-04-08,44.9375,44.9375,44.46875,44.6875,242400,936600,0.125,-0.59375,274100,0.125,-0.0625,423700,0.34375,-0.15625,0.7894736842105263,0.4666666666666667,0.8414709848078965,44.875,44.8125,44.578125
87,1994-04-11,44.8125,45.0625,44.703125,44.875,203300,313200,-0.0625,0.0625,462800,0.15625,-0.03125,39100,-0.1875,0.125,0.7666666666666667,0.4782608695652174,0.24740395925452294,44.8125,44.578125,44.59375
88,1994-04-12,44.921875,45.0,44.71875,44.8125,1409200,-743100,0.21875,-0.140625,-1166800,-0.125,0.015625,-1205900,0.0625,-0.109375,0.782608695652174,0.33333333333333337,0.9839859468739369,44.578125,44.59375,44.59375
89,1994-04-13,44.796875,44.90625,44.25,44.578125,364100,-121700,0.109375,0.140625,-160800,0.296875,0.015625,1045100,0.234375,0.125,2.3333333333333335,0.5,-0.9092974268256817,44.59375,44.59375,44.296875
90,1994-04-14,44.5,44.828125,44.40625,44.59375,419900,-216600,0.28125,0.3125,989300,0.21875,0.421875,-55800,-0.015625,0.296875,0.6428571428571429,0.4444444444444444,0.415571854993052,44.59375,44.296875,44.359375
91,1994-04-15,44.578125,44.78125,44.515625,44.59375,387300,1021900,0.21875,0.34375,-23200,-0.015625,0.21875,32600,0.0,-0.078125,0.6296296296296297,0.2941176470588235,-0.16589613269341502,44.296875,44.359375,44.3125
92,1994-04-18,44.640625,44.765625,44.15625,44.296875,369100,-5000,0.28125,0.15625,50800,0.296875,-0.140625,18200,0.296875,-0.0625,2.2941176470588234,0.23076923076923073,-0.008851309290403876,44.359375,44.3125,44.90625
93,1994-04-19,44.25,44.53125,43.984375,44.359375,472200,-52300,0.234375,0.25,-84900,0.234375,0.328125,-103100,-0.0625,0.390625,0.8974358974358975,0.6857142857142857,0.31284015904410034,44.3125,44.90625,44.859375
94,1994-04-20,44.40625,44.515625,44.078125,44.3125,508000,-120700,0.28125,0.171875,-138900,-0.015625,0.234375,-35800,0.046875,-0.15625,0.8,0.5357142857142857,0.7559753651467324,44.90625,44.859375,45.328125
95,1994-04-21,44.5,44.96875,44.34375,44.90625,200300,168800,-0.609375,0.140625,271900,-0.546875,-0.25,307700,-0.59375,-0.09375,1.4285714285714286,0.9,-0.9290145012707619,44.859375,45.328125,45.28125
96,1994-04-22,45.015625,45.046875,44.734375,44.859375,301800,170400,-0.5,-0.765625,206200,-0.546875,-0.609375,-101500,0.046875,-0.515625,0.5,0.4,0.3752026480426039,45.328125,45.28125,44.953125
97,1994-04-25,44.84375,45.359375,44.84375,45.328125,394600,113400,-1.015625,-0.4375,-194300,-0.421875,-0.34375,-92800,-0.46875,0.171875,1.65,0.9393939393939394,0.04158066243329049,45.28125,44.953125,45.09375
98,1994-04-26,45.265625,45.34375,45.1875,45.28125,399000,-198700,-0.375,-0.765625,-97200,-0.421875,-0.25,-4400,0.046875,-0.421875,0.30303030303030304,0.6,-0.032252470276413724,44.953125,45.09375,45.375
99,1994-04-28,45.1875,45.25,44.8125,44.953125,287000,14800,-0.09375,-0.171875,107600,0.375,-0.34375,112000,0.328125,0.078125,2.8,0.3214285714285714,0.6502878401571168,45.09375,45.375,45.328125
100,1994-04-29,44.875,45.15625,44.8125,45.09375,481900,-87300,0.234375,-0.03125,-82900,0.1875,0.390625,-194900,-0.140625,0.3125,0.7857142857142857,0.8181818181818181,0.8036082636944112,45.375,45.328125,45.25
101,1994-05-02,45.09375,45.71875,44.9375,45.375,275000,124000,-0.09375,0.171875,12000,-0.421875,0.09375,206900,-0.28125,-0.21875,2.272727272727273,0.56,-0.9596385829666849,45.328125,45.25,45.1875
102,1994-05-03,45.390625,45.40625,45.0625,45.328125,183400,103600,-0.375,-0.203125,298500,-0.234375,-0.515625,91600,0.046875,-0.296875,0.44,0.7727272727272727,0.22039774345612226,45.25,45.1875,44.75
103,1994-05-04,45.421875,45.421875,45.078125,45.25,401900,80000,-0.15625,-0.546875,-126900,0.125,-0.328125,-218500,0.078125,-0.03125,1.0,0.5,-0.38166099205233167,45.1875,44.75,44.359375
104,1994-05-05,45.296875,45.375,45.1875,45.1875,659800,-384800,0.1875,-0.203125,-476400,0.140625,0.09375,-257900,0.0625,0.125,0.5454545454545454,0.0,-0.5942747875482894,44.75,44.359375,44.703125
105,1994-05-06,44.96875,44.96875,44.59375,44.75,216300,-32900,0.578125,0.421875,185600,0.5,0.453125,443500,0.4375,0.328125,2.0,0.41666666666666663,-0.9092974268256817,44.359375,44.703125,44.296875
106,1994-05-09,44.625,44.75,44.28125,44.359375,499300,-97400,0.890625,0.796875,160500,0.828125,0.671875,-283000,0.390625,0.34375,1.25,0.16666666666666663,-0.9371203448341808,44.703125,44.296875,44.515625
107,1994-05-10,44.578125,44.84375,44.546875,44.703125,583400,76400,0.484375,0.71875,-367100,0.046875,0.390625,-84100,-0.34375,0.046875,0.6333333333333333,0.5263157894736843,0.45341065892902926,44.296875,44.515625,44.515625
108,1994-05-11,44.65625,44.71875,44.171875,44.296875,210600,5700,0.453125,0.3125,288700,0.0625,-0.03125,372800,0.40625,-0.078125,1.8421052631578947,0.22857142857142854,0.26344599336342084,44.515625,44.515625,44.53125
109,1994-05-12,44.578125,44.625,44.40625,44.515625,305200,194100,-0.15625,0.046875,278200,0.1875,0.0,-94600,-0.21875,0.078125,0.4,0.5,-0.17303768001861924,44.515625,44.53125,45.1875
110,1994-05-13,44.640625,44.640625,44.296875,44.515625,321300,262100,0.1875,-0.0625,-110700,-0.21875,0.015625,-16100,0.0,-0.0625,1.5714285714285714,0.6363636363636364,-0.9092974268256817,44.53125,45.1875,45.515625
111,1994-05-16,44.609375,44.75,44.515625,44.53125,450400,-239800,-0.234375,0.046875,-145200,-0.015625,-0.03125,-129100,-0.015625,0.03125,0.6818181818181818,0.06666666666666665,-0.5850972729404622,45.1875,45.515625,45.734375
112,1994-05-17,44.5625,45.1875,44.5,45.1875,470200,-165000,-0.671875,0.015625,-148900,-0.671875,0.078125,-19800,-0.65625,0.046875,2.933333333333333,1.0,0.9893582466233818,45.515625,45.734375,45.5625
113,1994-05-18,45.21875,45.6875,45.015625,45.515625,824800,-503500,-1.0,-0.578125,-374400,-0.984375,-0.609375,-354600,-0.328125,-0.65625,0.9772727272727273,0.7441860465116279,-0.45733844717895544,45.734375,45.5625,45.484375
114,1994-05-19,45.421875,45.859375,45.421875,45.734375,531000,-80600,-1.203125,-0.8125,-60800,-0.546875,-0.859375,293800,-0.21875,-0.203125,0.6511627906976745,0.7142857142857143,-0.8687296180358695,45.5625,45.484375,45.671875
115,1994-05-20,45.65625,45.6875,45.5,45.5625,370400,99800,-0.375,-1.09375,454400,-0.046875,-0.4375,160600,0.171875,-0.234375,0.42857142857142855,0.33333333333333337,0.29552020666133955,45.484375,45.671875,45.796875
116,1994-05-23,45.515625,45.53125,45.34375,45.484375,262700,562100,0.03125,-0.296875,268300,0.25,-0.09375,107700,0.078125,0.140625,1.0,0.75,-0.3271946967961522,45.671875,45.796875,45.828125
117,1994-05-24,45.609375,45.84375,45.609375,45.671875,549600,-18600,0.0625,-0.1875,-179200,-0.109375,0.046875,-286900,-0.1875,-0.09375,1.25,0.2666666666666667,0.9092974268256817,45.796875,45.828125,45.875
118,1994-05-25,45.5,45.828125,45.34375,45.796875,738200,-367800,-0.234375,0.15625,-475500,-0.3125,0.015625,-188600,-0.125,0.109375,2.066666666666667,0.935483870967742,0.999292788975378,45.828125,45.875,45.8125
119,1994-05-26,45.78125,45.9375,45.734375,45.828125,369600,-106900,-0.34375,-0.265625,180000,-0.15625,-0.171875,368600,-0.03125,-0.28125,0.41935483870967744,0.46153846153846156,-0.15723948186175024,45.875,45.8125,46.015625
120,1994-05-27,45.75,45.875,45.671875,45.875,162000,387600,-0.203125,-0.140625,576200,-0.078125,-0.25,207600,-0.046875,0.03125,1.0,1.0,-0.457272626635812,45.8125,46.015625,45.96875
121,1994-05-31,45.734375,45.90625,45.65625,45.8125,160000,578200,-0.015625,-0.234375,209600,0.015625,0.046875,2000,0.0625,0.015625,1.2307692307692308,0.625,-0.5850972729404622,46.015625,45.96875,46.234375
122,1994-06-01,45.703125,46.015625,45.5625,46.015625,200500,169100,-0.1875,0.078125,-38500,-0.140625,0.046875,-40500,-0.203125,0.03125,1.8125,1.0,0.7568024953079282,45.96875,46.234375,46.21875
123,1994-06-02,46.046875,46.046875,45.890625,45.96875,55100,106900,-0.09375,-0.296875,104900,-0.15625,-0.3125,145400,0.046875,-0.34375,0.3448275862068966,0.5,0.24740395925452294,46.234375,46.21875,46.15625
